timestamp,temp_C,tensao_V,pressao_kPa,rpm_giro
2026-05-01 00:02:16,22.47,27.79,101.78,5049.0
2026-05-01 00:02:17,23.26,27.57,101.81,4972.0
2026-05-01 00:02:18,25.0,27.74,99.38,5040.0
2026-05-01 00:02:19,26.37,28.17,98.75,5034.0
2026-05-01 00:02:20,22.62,27.92,102.0,4952.0
2026-05-01 00:02:21,20.52,28.13,102.19,5049.0
2026-05-01 00:02:22,18.8,28.14,99.98,5035.0
2026-05-01 00:02:23,22.4,28.53,99.14,5005.0
2026-05-01 00:02:24,20.78,27.86,101.1,4962.0
2026-05-01 00:02:25,21.38,27.41,101.93,4957.0
2026-05-01 00:02:26,21.08,28.43,102.8,4973.0
2026-05-01 00:02:27,21.79,27.87,101.52,5027.0
2026-05-01 00:02:28,23.6,28.45,100.63,4952.0
2026-05-01 00:02:29,22.24,28.15,100.11,5022.0
2026-05-01 00:02:30,21.76,27.95,101.01,4938.0
2026-05-01 00:02:31,20.45,28.14,100.7,4990.0
2026-05-01 00:02:32,19.49,28.78,99.98,5005.0
2026-05-01 00:02:33,21.27,28.83,103.05,5122.0
2026-05-01 00:02:34,21.92,28.03,102.79,4931.0
2026-05-01 00:02:35,24.65,28.06,102.14,5074.0
2026-05-01 00:02:36,22.2,28.43,100.08,5007.0
2026-05-01 00:02:37,23.47,27.66,101.86,5021.0
2026-05-01 00:02:38,21.25,28.13,101.64,5006.0
2026-05-01 00:02:39,20.22,27.99,101.44,5022.0
2026-05-01 00:02:40,20.55,28.13,102.25,4992.0
2026-05-01 00:02:41,20.91,27.67,101.64,5073.0
2026-05-01 00:02:42,25.19,27.36,101.74,4977.0
2026-05-01 00:02:43,20.77,27.17,101.64,5057.0
2026-05-01 00:02:44,23.26,27.55,101.34,4968.0
2026-05-01 00:02:45,20.65,27.82,99.22,4997.0
2026-05-01 00:02:46,23.4,27.88,101.08,4946.0
2026-05-01 00:02:47,22.58,28.77,100.44,5023.0
2026-05-01 00:02:48,21.77,28.44,99.72,5072.0
2026-05-01 00:02:49,21.94,27.62,102.68,4996.0
2026-05-01 00:02:50,21.02,28.14,102.73,4990.0
2026-05-01 00:02:51,22.67,27.84,102.36,4944.0
2026-05-01 00:02:52,21.32,27.89,101.26,4989.0
2026-05-01 00:02:53,20.16,28.07,102.35,4920.0
2026-05-01 00:02:54,20.08,28.25,101.01,4954.0
2026-05-01 00:02:55,22.26,27.86,101.2,5011.0
2026-05-01 00:02:56,24.37,28.43,99.91,5066.0
2026-05-01 00:02:57,22.24,27.54,101.4,5140.0
2026-05-01 00:02:58,21.82,28.0,101.06,4971.0
2026-05-01 00:02:59,22.43,29.04,99.7,5072.0
2026-05-01 00:03:00,23.96,28.09,100.95,5012.0
2026-05-01 00:03:01,22.33,28.57,100.92,4992.0
2026-05-01 00:03:02,21.38,28.04,102.8,5022.0
2026-05-01 00:03:03,23.66,28.23,101.89,5003.0
2026-05-01 00:03:04,22.64,27.98,101.01,5006.0
2026-05-01 00:03:05,24.3,27.93,101.25,4980.0
2026-05-01 00:03:06,22.27,27.69,101.04,4930.0
2026-05-01 00:03:07,20.16,28.17,100.8,4923.0
2026-05-01 00:03:08,19.95,27.66,99.92,5033.0
2026-05-01 00:03:09,24.48,28.27,100.85,4986.0
2026-05-01 00:03:10,24.59,28.43,100.25,4970.0
2026-05-01 00:03:11,21.73,28.15,99.75,5000.0
2026-05-01 00:03:12,21.43,27.89,101.51,5040.0
2026-05-01 00:03:13,24.19,28.18,101.39,5009.0
2026-05-01 00:03:14,20.34,27.88,99.21,4967.0
2026-05-01 00:03:15,20.66,28.37,100.88,5061.0
2026-05-01 00:03:16,22.96,27.27,102.0,5079.0
2026-05-01 00:03:17,21.41,27.87,102.06,5025.0
2026-05-01 00:03:18,21.99,27.2,102.03,5049.0
2026-05-01 00:03:19,21.75,27.4,101.04,5062.0
2026-05-01 00:03:20,22.51,28.55,100.15,5057.0
2026-05-01 00:03:21,24.11,28.36,99.92,5031.0
2026-05-01 00:03:22,22.14,27.71,101.34,5030.0
2026-05-01 00:03:23,22.97,27.4,101.38,5026.0
2026-05-01 00:03:24,18.92,26.81,102.29,4945.0
2026-05-01 00:03:25,21.93,27.78,102.1,5035.0
2026-05-01 00:03:26,20.74,28.97,100.87,4932.0
2026-05-01 00:03:27,20.17,28.17,99.76,4960.0
2026-05-01 00:03:28,20.68,27.78,100.68,5065.0
2026-05-01 00:03:29,21.5,28.19,101.22,5042.0
2026-05-01 00:03:30,23.37,27.38,100.8,5074.0
2026-05-01 00:03:31,20.01,27.88,100.42,4986.0
2026-05-01 00:03:32,22.05,28.04,101.25,4942.0
2026-05-01 00:03:33,21.27,27.97,100.5,4988.0
2026-05-01 00:03:34,21.51,28.32,100.37,5005.0
2026-05-01 00:03:35,23.5,28.14,101.31,5004.0
2026-05-01 00:03:36,22.81,28.27,100.6,5057.0
2026-05-01 00:03:37,24.01,27.72,101.24,4982.0
2026-05-01 00:03:38,21.77,28.36,101.27,5018.0
2026-05-01 00:03:39,20.96,28.65,99.86,4951.0
2026-05-01 00:03:40,21.66,27.61,100.52,5023.0
2026-05-01 00:03:41,22.36,27.64,102.44,5000.0
2026-05-01 00:03:42,22.26,28.53,99.84,4963.0
2026-05-01 00:03:43,20.37,27.92,98.88,4988.0
2026-05-01 00:03:44,22.14,28.56,99.14,4991.0
2026-05-01 00:03:45,22.34,27.82,101.03,4986.0
2026-05-01 00:03:46,25.78,28.58,101.03,5089.0
2026-05-01 00:03:47,24.82,28.05,100.88,4995.0
2026-05-01 00:03:48,20.72,28.1,102.21,4988.0
2026-05-01 00:03:49,21.57,28.63,98.33,4895.0
2026-05-01 00:03:50,19.8,27.86,101.4,4955.0
2026-05-01 00:03:51,21.11,27.62,102.56,4987.0
2026-05-01 00:03:52,22.47,27.82,99.87,4966.0
2026-05-01 00:03:53,23.81,28.18,100.62,5069.0
2026-05-01 00:03:54,20.91,27.37,100.25,4992.0
2026-05-01 00:03:55,21.02,28.25,100.11,5064.0
2026-05-01 00:03:56,18.78,27.78,100.67,5003.0
2026-05-01 00:03:57,21.76,28.46,102.43,5002.0
2026-05-01 00:03:58,20.41,27.04,102.84,4996.0
2026-05-01 00:03:59,21.21,27.69,100.66,5000.0
2026-05-01 00:04:00,20.68,27.33,102.91,5086.0
2026-05-01 00:04:01,21.86,27.67,101.04,4884.0
2026-05-01 00:04:02,19.36,28.1,102.75,4900.0
2026-05-01 00:04:03,19.8,27.93,100.91,4973.0
2026-05-01 00:04:04,25.19,27.9,101.13,5001.0
2026-05-01 00:04:05,20.07,27.94,101.37,5035.0
2026-05-01 00:04:06,20.35,28.08,104.18,5024.0
2026-05-01 00:04:07,24.76,27.6,101.85,4981.0
2026-05-01 00:04:08,26.36,28.28,100.29,5051.0
2026-05-01 00:04:09,20.24,28.27,101.97,5052.0
2026-05-01 00:04:10,21.45,28.15,100.64,5009.0
2026-05-01 00:04:11,22.51,28.22,100.51,5048.0
2026-05-01 00:04:12,24.59,28.12,101.91,5014.0
2026-05-01 00:04:13,20.52,28.81,101.03,4972.0
2026-05-01 00:04:14,21.63,27.97,101.28,5035.0
2026-05-01 00:04:15,23.17,27.88,101.01,5006.0
2026-05-01 00:04:16,22.65,27.7,101.34,5000.0
2026-05-01 00:04:17,21.44,27.59,101.42,5074.0
2026-05-01 00:04:18,21.8,27.5,99.06,4877.0
2026-05-01 00:04:19,19.94,27.64,101.67,4929.0
2026-05-01 00:04:20,21.64,27.97,100.02,4941.0
2026-05-01 00:04:21,21.6,28.13,99.56,4982.0
2026-05-01 00:04:22,22.35,28.02,100.94,4987.0
2026-05-01 00:04:23,21.17,27.69,101.08,4925.0
2026-05-01 00:04:24,22.71,28.36,100.31,4951.0
2026-05-01 00:04:25,23.52,28.3,101.83,4957.0
2026-05-01 00:04:26,22.23,27.94,99.66,5123.0
2026-05-01 00:04:27,22.53,27.74,100.59,5090.0
2026-05-01 00:04:28,22.08,28.22,100.42,4979.0
2026-05-01 00:04:29,22.0,28.08,100.95,4982.0
2026-05-01 00:04:30,20.92,27.42,101.28,4943.0
2026-05-01 00:04:31,22.47,27.97,99.99,4905.0
2026-05-01 00:04:32,21.85,28.1,101.72,4994.0
2026-05-01 00:04:33,25.14,27.64,101.06,4950.0
2026-05-01 00:04:34,24.36,28.08,99.11,4996.0
2026-05-01 00:04:35,22.58,27.42,99.04,4920.0
2026-05-01 00:04:36,20.86,28.53,100.99,4962.0
2026-05-01 00:04:37,20.33,28.5,100.78,5007.0
2026-05-01 00:04:38,23.79,27.9,100.9,5018.0
2026-05-01 00:04:39,22.39,28.15,100.97,5021.0
2026-05-01 00:04:40,22.72,27.04,101.23,4934.0
2026-05-01 00:04:41,19.38,27.54,101.95,5043.0
2026-05-01 00:04:42,23.39,27.88,99.89,4960.0
2026-05-01 00:04:43,22.68,27.57,99.83,5032.0
2026-05-01 00:04:44,20.33,28.29,99.91,4999.0
2026-05-01 00:04:45,21.29,28.8,101.29,4931.0
2026-05-01 00:04:46,22.4,27.53,102.24,4984.0
2026-05-01 00:04:47,22.08,27.67,100.57,5018.0
2026-05-01 00:04:48,21.56,28.09,98.5,5031.0
2026-05-01 00:04:49,21.84,28.64,99.3,4993.0
2026-05-01 00:04:50,21.62,27.51,100.17,5077.0
2026-05-01 00:04:51,22.23,28.1,100.44,5050.0
2026-05-01 00:04:52,24.21,28.73,100.59,4987.0
2026-05-01 00:04:53,18.15,27.34,101.04,5038.0
2026-05-01 00:04:54,21.64,27.49,100.69,5097.0
2026-05-01 00:04:55,22.26,27.83,102.05,5098.0
2026-05-01 00:04:56,22.44,27.79,100.32,4939.0
2026-05-01 00:04:57,21.44,28.33,100.14,4954.0
2026-05-01 00:04:58,19.36,28.1,101.48,5074.0
2026-05-01 00:04:59,22.49,27.29,99.46,4947.0
