timestamp,temp_C,tensao_V,pressao_kPa,rpm_giro
2026-05-01 00:02:10,19.18,27.51,99.28,5024.0
2026-05-01 00:02:11,20.39,27.67,100.6,4946.0
2026-05-01 00:02:12,23.31,28.06,100.14,4936.0
2026-05-01 00:02:13,22.41,27.99,102.29,5079.0
2026-05-01 00:02:14,22.62,28.11,99.65,4954.0
2026-05-01 00:02:15,24.79,28.43,102.6,4948.0
2026-05-01 00:02:16,22.7,27.29,100.97,4998.0
2026-05-01 00:02:17,22.99,28.39,99.84,4995.0
2026-05-01 00:02:18,26.07,28.0,100.32,4955.0
2026-05-01 00:02:19,21.68,27.92,100.2,4985.0
2026-05-01 00:02:20,20.8,27.41,99.73,5061.0
2026-05-01 00:02:21,22.64,28.2,101.09,4960.0
2026-05-01 00:02:22,22.66,27.03,99.77,4930.0
2026-05-01 00:02:23,21.21,28.26,98.82,5047.0
2026-05-01 00:02:24,20.45,27.4,100.62,5025.0
2026-05-01 00:02:25,25.46,28.02,99.2,4969.0
2026-05-01 00:02:26,22.49,27.95,100.25,4921.0
2026-05-01 00:02:27,20.9,28.47,100.09,4963.0
2026-05-01 00:02:28,23.37,27.93,100.13,4997.0
2026-05-01 00:02:29,21.84,27.72,103.0,5058.0
2026-05-01 00:02:30,21.62,27.8,101.06,4948.0
2026-05-01 00:02:31,22.84,28.51,101.25,4996.0
2026-05-01 00:02:32,20.06,28.21,99.22,5034.0
2026-05-01 00:02:33,22.53,27.85,100.35,4881.0
2026-05-01 00:02:34,24.87,27.91,101.22,5052.0
2026-05-01 00:02:35,22.7,27.37,99.98,4941.0
2026-05-01 00:02:36,21.44,28.16,101.91,5017.0
2026-05-01 00:02:37,21.24,27.3,99.8,5012.0
2026-05-01 00:02:38,21.38,28.3,100.71,5054.0
2026-05-01 00:02:39,21.62,28.05,100.41,5028.0
2026-05-01 00:02:40,21.43,28.95,101.16,4881.0
2026-05-01 00:02:41,23.37,27.56,100.36,4961.0
2026-05-01 00:02:42,19.4,27.96,100.73,5007.0
2026-05-01 00:02:43,23.29,28.72,100.76,4990.0
2026-05-01 00:02:44,21.43,28.48,100.27,5024.0
2026-05-01 00:02:45,22.57,27.72,101.49,5039.0
2026-05-01 00:02:46,20.31,28.09,101.24,5030.0
2026-05-01 00:02:47,23.99,28.0,100.91,4989.0
2026-05-01 00:02:48,23.87,28.11,100.57,4908.0
2026-05-01 00:02:49,23.44,27.72,101.8,4977.0
2026-05-01 00:02:50,19.73,27.96,100.76,5021.0
2026-05-01 00:02:51,23.24,27.36,100.69,4945.0
2026-05-01 00:02:52,22.61,28.05,101.1,5032.0
2026-05-01 00:02:53,19.59,28.18,102.7,5045.0
2026-05-01 00:02:54,21.96,27.91,99.66,5006.0
2026-05-01 00:02:55,22.55,27.35,101.77,4847.0
2026-05-01 00:02:56,22.83,28.4,99.11,4936.0
2026-05-01 00:02:57,22.27,28.15,101.22,5094.0
2026-05-01 00:02:58,22.44,27.71,102.58,4973.0
2026-05-01 00:02:59,24.21,27.89,101.49,4901.0
2026-05-01 00:03:00,23.84,27.4,101.17,5062.0
2026-05-01 00:03:01,17.7,27.59,100.44,5001.0
2026-05-01 00:03:02,21.52,27.78,101.03,5055.0
2026-05-01 00:03:03,21.75,28.49,100.75,5014.0
2026-05-01 00:03:04,19.37,27.74,100.21,5023.0
2026-05-01 00:03:05,22.14,28.26,100.71,5018.0
2026-05-01 00:03:06,23.87,27.78,101.2,5035.0
2026-05-01 00:03:07,20.37,28.1,100.23,5114.0
2026-05-01 00:03:08,22.5,27.94,100.19,5049.0
2026-05-01 00:03:09,20.63,28.35,99.64,4921.0
2026-05-01 00:03:10,20.99,27.79,101.39,5022.0
2026-05-01 00:03:11,24.22,27.37,101.55,5057.0
2026-05-01 00:03:12,21.19,27.45,101.23,5060.0
2026-05-01 00:03:13,22.69,27.79,101.97,4979.0
2026-05-01 00:03:14,19.19,27.5,101.09,5058.0
2026-05-01 00:03:15,24.79,28.16,101.39,5046.0
2026-05-01 00:03:16,22.9,27.81,101.3,5129.0
2026-05-01 00:03:17,21.73,28.95,100.91,4962.0
2026-05-01 00:03:18,22.86,27.3,100.47,4975.0
2026-05-01 00:03:19,19.89,28.08,103.21,4985.0
2026-05-01 00:03:20,23.77,12.0,100.55,4975.0
2026-05-01 00:03:21,21.51,27.8,100.33,4955.0
2026-05-01 00:03:22,21.69,28.06,101.43,4862.0
2026-05-01 00:03:23,21.26,27.07,101.25,4978.0
2026-05-01 00:03:24,21.13,28.09,99.6,5018.0
2026-05-01 00:03:25,23.04,28.76,102.12,4975.0
2026-05-01 00:03:26,22.38,27.82,100.91,5097.0
2026-05-01 00:03:27,22.98,28.1,99.89,5001.0
2026-05-01 00:03:28,21.99,28.41,102.19,5065.0
2026-05-01 00:03:29,22.77,27.93,101.63,5013.0
2026-05-01 00:03:30,21.37,27.77,99.74,5041.0
2026-05-01 00:03:31,25.34,27.09,102.78,5014.0
2026-05-01 00:03:32,19.65,28.26,101.66,5068.0
2026-05-01 00:03:33,23.89,27.95,100.99,5003.0
2026-05-01 00:03:34,24.05,27.59,102.59,5025.0
2026-05-01 00:03:35,20.72,28.05,101.16,5018.0
2026-05-01 00:03:36,25.34,27.77,100.97,4986.0
2026-05-01 00:03:37,23.49,27.79,100.34,5020.0
2026-05-01 00:03:38,23.46,28.24,101.58,5112.0
2026-05-01 00:03:39,22.04,27.46,101.48,4986.0
2026-05-01 00:03:40,21.67,28.42,101.01,5021.0
2026-05-01 00:03:41,21.69,27.44,100.21,5063.0
2026-05-01 00:03:42,22.59,27.73,101.13,5057.0
2026-05-01 00:03:43,24.1,28.77,100.93,5001.0
2026-05-01 00:03:44,22.27,28.45,99.67,4881.0
2026-05-01 00:03:45,20.63,28.04,99.53,5026.0
2026-05-01 00:03:46,23.24,27.62,101.57,4889.0
2026-05-01 00:03:47,23.38,27.79,98.4,5073.0
2026-05-01 00:03:48,22.98,28.03,101.21,5008.0
2026-05-01 00:03:49,23.12,28.02,100.52,5050.0
2026-05-01 00:03:50,21.59,27.96,102.31,4955.0
2026-05-01 00:03:51,20.61,27.99,100.51,4922.0
2026-05-01 00:03:52,20.7,27.91,101.66,5013.0
2026-05-01 00:03:53,19.55,27.42,100.6,4998.0
2026-05-01 00:03:54,22.36,27.79,101.11,4975.0
2026-05-01 00:03:55,21.87,28.37,101.74,5004.0
2026-05-01 00:03:56,21.34,27.45,100.54,5138.0
2026-05-01 00:03:57,17.57,27.92,102.0,5042.0
2026-05-01 00:03:58,20.13,27.67,100.01,5052.0
2026-05-01 00:03:59,23.68,28.04,101.29,5042.0
2026-05-01 00:04:00,21.0,27.84,101.92,5074.0
2026-05-01 00:04:01,22.54,28.59,101.66,4990.0
2026-05-01 00:04:02,19.91,28.2,102.92,4897.0
2026-05-01 00:04:03,24.16,27.48,100.24,4991.0
2026-05-01 00:04:04,21.78,28.27,99.62,5041.0
2026-05-01 00:04:05,22.44,27.69,100.01,4952.0
2026-05-01 00:04:06,25.49,27.77,101.66,4991.0
2026-05-01 00:04:07,24.27,28.13,101.5,4965.0
2026-05-01 00:04:08,21.54,27.8,101.1,5075.0
2026-05-01 00:04:09,21.11,28.36,99.88,5037.0
2026-05-01 00:04:10,21.51,27.69,101.77,5033.0
2026-05-01 00:04:11,22.76,27.75,99.78,5031.0
2026-05-01 00:04:12,21.84,27.74,102.16,4998.0
2026-05-01 00:04:13,21.41,27.77,103.86,5010.0
2026-05-01 00:04:14,24.2,28.44,101.37,4941.0
2026-05-01 00:04:15,21.83,28.25,101.58,4891.0
2026-05-01 00:04:16,25.45,28.68,100.51,5008.0
2026-05-01 00:04:17,22.14,28.91,99.19,5016.0
2026-05-01 00:04:18,24.68,27.59,100.4,5060.0
2026-05-01 00:04:19,22.54,28.03,99.91,5079.0
2026-05-01 00:04:20,23.44,27.53,99.55,5078.0
2026-05-01 00:04:21,20.91,27.69,102.72,4950.0
2026-05-01 00:04:22,20.72,27.75,101.27,4982.0
2026-05-01 00:04:23,22.69,27.58,101.38,5024.0
2026-05-01 00:04:24,23.48,27.58,100.69,5127.0
2026-05-01 00:04:25,22.06,27.94,100.83,5074.0
2026-05-01 00:04:26,20.07,27.51,101.96,5056.0
2026-05-01 00:04:27,19.96,28.34,100.97,4981.0
2026-05-01 00:04:28,19.86,27.63,101.53,4956.0
2026-05-01 00:04:29,19.35,29.12,100.8,5039.0
2026-05-01 00:04:30,22.16,27.82,100.66,4945.0
2026-05-01 00:04:31,23.69,28.03,99.59,4988.0
2026-05-01 00:04:32,21.98,27.48,99.02,4994.0
2026-05-01 00:04:33,18.61,28.68,100.74,5080.0
2026-05-01 00:04:34,21.71,28.45,101.06,4982.0
2026-05-01 00:04:35,21.76,28.12,160.0,4878.0
2026-05-01 00:04:36,25.14,27.46,160.0,5025.0
2026-05-01 00:04:37,19.81,28.08,101.05,4965.0
2026-05-01 00:04:38,21.41,27.55,98.84,5002.0
2026-05-01 00:04:39,24.56,28.58,100.08,4996.0
2026-05-01 00:04:40,22.67,28.32,101.41,4986.0
2026-05-01 00:04:41,22.84,28.04,101.39,5040.0
2026-05-01 00:04:42,22.17,27.03,99.85,4923.0
2026-05-01 00:04:43,22.49,27.61,101.16,4974.0
2026-05-01 00:04:44,23.17,28.28,102.02,5034.0
2026-05-01 00:04:45,20.79,28.49,101.78,4969.0
2026-05-01 00:04:46,23.32,28.44,100.9,4920.0
2026-05-01 00:04:47,19.94,27.36,100.53,5033.0
2026-05-01 00:04:48,22.49,28.12,100.37,5056.0
2026-05-01 00:04:49,22.27,28.41,101.47,4998.0
2026-05-01 00:04:50,21.08,27.34,101.2,4902.0
2026-05-01 00:04:51,21.97,28.0,101.63,5035.0
2026-05-01 00:04:52,21.07,28.11,101.13,4917.0
2026-05-01 00:04:53,20.39,27.88,101.82,5015.0
2026-05-01 00:04:54,21.47,27.26,101.09,4956.0
2026-05-01 00:04:55,20.34,27.87,101.78,4942.0
2026-05-01 00:04:56,22.48,27.87,101.87,4978.0
2026-05-01 00:04:57,20.27,27.94,100.2,4991.0
2026-05-01 00:04:58,23.07,27.77,99.19,4968.0
2026-05-01 00:04:59,20.23,27.82,102.54,5029.0
